Airport.Code,Airport.Name,Time.Label,Time.Month,Statistics.Flights.Total
IAD,"Washington, DC: Washington Dulles International",2013/06,6,6527
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/06,6,15726
JFK,"New York, NY: John F. Kennedy International",2013/06,6,9462
LAS,"Las Vegas, NV: McCarran International",2013/06,6,11897
LAX,"Los Angeles, CA: Los Angeles International",2013/06,6,19787
LGA,"New York, NY: LaGuardia",2013/06,6,8595
MCO,"Orlando, FL: Orlando International",2013/06,6,9843
MDW,"Chicago, IL: Chicago Midway International",2013/06,6,8091
MIA,"Miami, FL: Miami International",2013/06,6,6746
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/06,6,13058
ORD,"Chicago, IL: Chicago O'Hare International",2013/06,6,27274
PDX,"Portland, OR: Portland International",2013/06,6,4708
PHL,"Philadelphia, PA: Philadelphia International",2013/06,6,6917
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/06,6,15242
SAN,"San Diego, CA: San Diego International",2013/06,6,6763
SEA,"Seattle, WA: Seattle/Tacoma International",2013/06,6,9812
SFO,"San Francisco, CA: San Francisco International",2013/06,6,14768
SLC,"Salt Lake City, UT: Salt Lake City International",2013/06,6,9994
TPA,"Tampa, FL: Tampa International",2013/06,6,5547
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/07,7,35541
BOS,"Boston, MA: Logan International",2013/07,7,10291
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/07,7,9134
CLT,"Charlotte, NC: Charlotte Douglas International",2013/07,7,13370
DCA,"Washington, DC: Ronald Reagan Washington National",2013/07,7,6277
DEN,"Denver, CO: Denver International",2013/07,7,20254
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/07,7,25017
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/07,7,15245
EWR,"Newark, NJ: Newark Liberty International",2013/07,7,10442
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/07,7,5481
IAD,"Washington, DC: Washington Dulles International",2013/07,7,6559
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/07,7,15759
JFK,"New York, NY: John F. Kennedy International",2013/07,7,10023
LAS,"Las Vegas, NV: McCarran International",2013/07,7,12109
LAX,"Los Angeles, CA: Los Angeles International",2013/07,7,20793
LGA,"New York, NY: LaGuardia",2013/07,7,8929
MCO,"Orlando, FL: Orlando International",2013/07,7,10203
MDW,"Chicago, IL: Chicago Midway International",2013/07,7,8359
MIA,"Miami, FL: Miami International",2013/07,7,6959
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/07,7,13752
ORD,"Chicago, IL: Chicago O'Hare International",2013/07,7,27970
PDX,"Portland, OR: Portland International",2013/07,7,5032
PHL,"Philadelphia, PA: Philadelphia International",2013/07,7,7171
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/07,7,15438
SAN,"San Diego, CA: San Diego International",2013/07,7,7015
SEA,"Seattle, WA: Seattle/Tacoma International",2013/07,7,10468
SFO,"San Francisco, CA: San Francisco International",2013/07,7,15401
SLC,"Salt Lake City, UT: Salt Lake City International",2013/07,7,10328
TPA,"Tampa, FL: Tampa International",2013/07,7,5684
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/08,8,35139
BOS,"Boston, MA: Logan International",2013/08,8,10392
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/08,8,8856
CLT,"Charlotte, NC: Charlotte Douglas International",2013/08,8,13195
DCA,"Washington, DC: Ronald Reagan Washington National",2013/08,8,6363
DEN,"Denver, CO: Denver International",2013/08,8,20027
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/08,8,24926
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/08,8,15273
EWR,"Newark, NJ: Newark Liberty International",2013/08,8,10323
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/08,8,5115
IAD,"Washington, DC: Washington Dulles International",2013/08,8,6509
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/08,8,15236
JFK,"New York, NY: John F. Kennedy International",2013/08,8,9989
LAS,"Las Vegas, NV: McCarran International",2013/08,8,12042
LAX,"Los Angeles, CA: Los Angeles International",2013/08,8,20406
LGA,"New York, NY: LaGuardia",2013/08,8,8983
MCO,"Orlando, FL: Orlando International",2013/08,8,9252
MDW,"Chicago, IL: Chicago Midway International",2013/08,8,8082
MIA,"Miami, FL: Miami International",2013/08,8,6875
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/08,8,13688
ORD,"Chicago, IL: Chicago O'Hare International",2013/08,8,27714
PDX,"Portland, OR: Portland International",2013/08,8,5000
PHL,"Philadelphia, PA: Philadelphia International",2013/08,8,7110
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/08,8,14944
SAN,"San Diego, CA: San Diego International",2013/08,8,6850
SEA,"Seattle, WA: Seattle/Tacoma International",2013/08,8,10283
SFO,"San Francisco, CA: San Francisco International",2013/08,8,15478
SLC,"Salt Lake City, UT: Salt Lake City International",2013/08,8,10402
TPA,"Tampa, FL: Tampa International",2013/08,8,5317
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/09,9,32046
BOS,"Boston, MA: Logan International",2013/09,9,9290
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/09,9,7983
CLT,"Charlotte, NC: Charlotte Douglas International",2013/09,9,12241
DCA,"Washington, DC: Ronald Reagan Washington National",2013/09,9,5925
DEN,"Denver, CO: Denver International",2013/09,9,18823
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/09,9,23211
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/09,9,13194
EWR,"Newark, NJ: Newark Liberty International",2013/09,9,9522
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/09,9,4118
IAD,"Washington, DC: Washington Dulles International",2013/09,9,6118
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/09,9,14258
JFK,"New York, NY: John F. Kennedy International",2013/09,9,8940
LAS,"Las Vegas, NV: McCarran International",2013/09,9,11418
LAX,"Los Angeles, CA: Los Angeles International",2013/09,9,18390
LGA,"New York, NY: LaGuardia",2013/09,9,9115
MCO,"Orlando, FL: Orlando International",2013/09,9,7700
MDW,"Chicago, IL: Chicago Midway International",2013/09,9,7446
MIA,"Miami, FL: Miami International",2013/09,9,6165
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/09,9,11970
ORD,"Chicago, IL: Chicago O'Hare International",2013/09,9,25285
PDX,"Portland, OR: Portland International",2013/09,9,4623
PHL,"Philadelphia, PA: Philadelphia International",2013/09,9,6467
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/09,9,13695
SAN,"San Diego, CA: San Diego International",2013/09,9,6166
SEA,"Seattle, WA: Seattle/Tacoma International",2013/09,9,8964
SFO,"San Francisco, CA: San Francisco International",2013/09,9,13903
SLC,"Salt Lake City, UT: Salt Lake City International",2013/09,9,9137
TPA,"Tampa, FL: Tampa International",2013/09,9,4613
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/10,10,33810
BOS,"Boston, MA: Logan International",2013/10,10,9702
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/10,10,8461
CLT,"Charlotte, NC: Charlotte Douglas International",2013/10,10,13317
DCA,"Washington, DC: Ronald Reagan Washington National",2013/10,10,6210
DEN,"Denver, CO: Denver International",2013/10,10,19405
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/10,10,24238
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/10,10,13908
EWR,"Newark, NJ: Newark Liberty International",2013/10,10,10076
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/10,10,4606
IAD,"Washington, DC: Washington Dulles International",2013/10,10,6513
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/10,10,14910
JFK,"New York, NY: John F. Kennedy International",2013/10,10,9181
LAS,"Las Vegas, NV: McCarran International",2013/10,10,12151
LAX,"Los Angeles, CA: Los Angeles International",2013/10,10,18966
LGA,"New York, NY: LaGuardia",2013/10,10,9645
MCO,"Orlando, FL: Orlando International",2013/10,10,8584
MDW,"Chicago, IL: Chicago Midway International",2013/10,10,7734
MIA,"Miami, FL: Miami International",2013/10,10,6551
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/10,10,12688
ORD,"Chicago, IL: Chicago O'Hare International",2013/10,10,26539
PDX,"Portland, OR: Portland International",2013/10,10,4740
PHL,"Philadelphia, PA: Philadelphia International",2013/10,10,6705
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/10,10,14653
SAN,"San Diego, CA: San Diego International",2013/10,10,6383
SEA,"Seattle, WA: Seattle/Tacoma International",2013/10,10,8476
SFO,"San Francisco, CA: San Francisco International",2013/10,10,14295
SLC,"Salt Lake City, UT: Salt Lake City International",2013/10,10,9264
TPA,"Tampa, FL: Tampa International",2013/10,10,5126
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/11,11,31466
BOS,"Boston, MA: Logan International",2013/11,11,9075
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/11,11,7724
CLT,"Charlotte, NC: Charlotte Douglas International",2013/11,11,12491
DCA,"Washington, DC: Ronald Reagan Washington National",2013/11,11,5845
DEN,"Denver, CO: Denver International",2013/11,11,17962
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/11,11,22748
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/11,11,12610
EWR,"Newark, NJ: Newark Liberty International",2013/11,11,9694
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/11,11,5204
IAD,"Washington, DC: Washington Dulles International",2013/11,11,5887
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/11,11,14248
JFK,"New York, NY: John F. Kennedy International",2013/11,11,8701
LAS,"Las Vegas, NV: McCarran International",2013/11,11,11074
LAX,"Los Angeles, CA: Los Angeles International",2013/11,11,18002
LGA,"New York, NY: LaGuardia",2013/11,11,8848
MCO,"Orlando, FL: Orlando International",2013/11,11,9017
MDW,"Chicago, IL: Chicago Midway International",2013/11,11,6902
MIA,"Miami, FL: Miami International",2013/11,11,6546
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/11,11,11592
ORD,"Chicago, IL: Chicago O'Hare International",2013/11,11,24033
PDX,"Portland, OR: Portland International",2013/11,11,4613
PHL,"Philadelphia, PA: Philadelphia International",2013/11,11,6338
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/11,11,14105
SAN,"San Diego, CA: San Diego International",2013/11,11,6029
SEA,"Seattle, WA: Seattle/Tacoma International",2013/11,11,7984
SFO,"San Francisco, CA: San Francisco International",2013/11,11,13289
SLC,"Salt Lake City, UT: Salt Lake City International",2013/11,11,8510
TPA,"Tampa, FL: Tampa International",2013/11,11,5279
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/12,12,31894
BOS,"Boston, MA: Logan International",2013/12,12,8890
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/12,12,7902
CLT,"Charlotte, NC: Charlotte Douglas International",2013/12,12,12837
DCA,"Washington, DC: Ronald Reagan Washington National",2013/12,12,5779
DEN,"Denver, CO: Denver International",2013/12,12,19028
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/12,12,23763
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/12,12,11927
EWR,"Newark, NJ: Newark Liberty International",2013/12,12,9913
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/12,12,5881
IAD,"Washington, DC: Washington Dulles International",2013/12,12,5789
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/12,12,14852
JFK,"New York, NY: John F. Kennedy International",2013/12,12,9151
LAS,"Las Vegas, NV: McCarran International",2013/12,12,11111
LAX,"Los Angeles, CA: Los Angeles International",2013/12,12,19060
LGA,"New York, NY: LaGuardia",2013/12,12,9064
MCO,"Orlando, FL: Orlando International",2013/12,12,9630
MDW,"Chicago, IL: Chicago Midway International",2013/12,12,7252
MIA,"Miami, FL: Miami International",2013/12,12,7489
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/12,12,11567
ORD,"Chicago, IL: Chicago O'Hare International",2013/12,12,23086
PDX,"Portland, OR: Portland International",2013/12,12,4726
PHL,"Philadelphia, PA: Philadelphia International",2013/12,12,6374
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/12,12,14681
SAN,"San Diego, CA: San Diego International",2013/12,12,6243
SEA,"Seattle, WA: Seattle/Tacoma International",2013/12,12,8351
SFO,"San Francisco, CA: San Francisco International",2013/12,12,13809
SLC,"Salt Lake City, UT: Salt Lake City International",2013/12,12,8737
TPA,"Tampa, FL: Tampa International",2013/12,12,5663
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/01,1,30784
BOS,"Boston, MA: Logan International",2014/01,1,8283
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/01,1,7176
CLT,"Charlotte, NC: Charlotte Douglas International",2014/01,1,9777
DCA,"Washington, DC: Ronald Reagan Washington National",2014/01,1,5739
DEN,"Denver, CO: Denver International",2014/01,1,17955
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/01,1,23482
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/01,1,7550
EWR,"Newark, NJ: Newark Liberty International",2014/01,1,9255
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/01,1,5876
IAD,"Washington, DC: Washington Dulles International",2014/01,1,4688
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/01,1,14569
JFK,"New York, NY: John F. Kennedy International",2014/01,1,7882
LAS,"Las Vegas, NV: McCarran International",2014/01,1,11052
LAX,"Los Angeles, CA: Los Angeles International",2014/01,1,18474
LGA,"New York, NY: LaGuardia",2014/01,1,8535
MCO,"Orlando, FL: Orlando International",2014/01,1,9189
MDW,"Chicago, IL: Chicago Midway International",2014/01,1,6577
MIA,"Miami, FL: Miami International",2014/01,1,7426
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/01,1,8085
ORD,"Chicago, IL: Chicago O'Hare International",2014/01,1,21529
PDX,"Portland, OR: Portland International",2014/01,1,4372
PHL,"Philadelphia, PA: Philadelphia International",2014/01,1,6024
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/01,1,13335
SAN,"San Diego, CA: San Diego International",2014/01,1,6086
SEA,"Seattle, WA: Seattle/Tacoma International",2014/01,1,7776
SFO,"San Francisco, CA: San Francisco International",2014/01,1,13539
SLC,"Salt Lake City, UT: Salt Lake City International",2014/01,1,8676
TPA,"Tampa, FL: Tampa International",2014/01,1,5432
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/02,2,27982
BOS,"Boston, MA: Logan International",2014/02,2,7755
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/02,2,6570
CLT,"Charlotte, NC: Charlotte Douglas International",2014/02,2,8847
DCA,"Washington, DC: Ronald Reagan Washington National",2014/02,2,5360
DEN,"Denver, CO: Denver International",2014/02,2,16179
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/02,2,21239
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/02,2,6876
EWR,"Newark, NJ: Newark Liberty International",2014/02,2,8530
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/02,2,5522
IAD,"Washington, DC: Washington Dulles International",2014/02,2,4222
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/02,2,13399
JFK,"New York, NY: John F. Kennedy International",2014/02,2,7261
LAS,"Las Vegas, NV: McCarran International",2014/02,2,10093
LAX,"Los Angeles, CA: Los Angeles International",2014/02,2,16560
LGA,"New York, NY: LaGuardia",2014/02,2,7915
MCO,"Orlando, FL: Orlando International",2014/02,2,8642
MDW,"Chicago, IL: Chicago Midway International",2014/02,2,6059
MIA,"Miami, FL: Miami International",2014/02,2,6771
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/02,2,7316
ORD,"Chicago, IL: Chicago O'Hare International",2014/02,2,19812
PDX,"Portland, OR: Portland International",2014/02,2,3862
PHL,"Philadelphia, PA: Philadelphia International",2014/02,2,5551
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/02,2,12071
SAN,"San Diego, CA: San Diego International",2014/02,2,5485
SEA,"Seattle, WA: Seattle/Tacoma International",2014/02,2,7027
SFO,"San Francisco, CA: San Francisco International",2014/02,2,12081
SLC,"Salt Lake City, UT: Salt Lake City International",2014/02,2,7807
TPA,"Tampa, FL: Tampa International",2014/02,2,5144
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/03,3,32702
BOS,"Boston, MA: Logan International",2014/03,3,9322
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/03,3,7810
CLT,"Charlotte, NC: Charlotte Douglas International",2014/03,3,9792
DCA,"Washington, DC: Ronald Reagan Washington National",2014/03,3,6019
DEN,"Denver, CO: Denver International",2014/03,3,18996
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/03,3,23760
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/03,3,8995
EWR,"Newark, NJ: Newark Liberty International",2014/03,3,9867
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/03,3,6601
IAD,"Washington, DC: Washington Dulles International",2014/03,3,5215
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/03,3,15370
JFK,"New York, NY: John F. Kennedy International",2014/03,3,8431
LAS,"Las Vegas, NV: McCarran International",2014/03,3,11962
LAX,"Los Angeles, CA: Los Angeles International",2014/03,3,19047
LGA,"New York, NY: LaGuardia",2014/03,3,9019
MCO,"Orlando, FL: Orlando International",2014/03,3,10464
MDW,"Chicago, IL: Chicago Midway International",2014/03,3,7418
MIA,"Miami, FL: Miami International",2014/03,3,7608
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/03,3,8617
ORD,"Chicago, IL: Chicago O'Hare International",2014/03,3,22922
PDX,"Portland, OR: Portland International",2014/03,3,4651
PHL,"Philadelphia, PA: Philadelphia International",2014/03,3,6489
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/03,3,14738
SAN,"San Diego, CA: San Diego International",2014/03,3,6430
SEA,"Seattle, WA: Seattle/Tacoma International",2014/03,3,8271
SFO,"San Francisco, CA: San Francisco International",2014/03,3,13846
SLC,"Salt Lake City, UT: Salt Lake City International",2014/03,3,9371
TPA,"Tampa, FL: Tampa International",2014/03,3,6499
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/04,4,31117
BOS,"Boston, MA: Logan International",2014/04,4,9374
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/04,4,7803
CLT,"Charlotte, NC: Charlotte Douglas International",2014/04,4,9481
DCA,"Washington, DC: Ronald Reagan Washington National",2014/04,4,5950
DEN,"Denver, CO: Denver International",2014/04,4,17455
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/04,4,22628
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/04,4,8627
EWR,"Newark, NJ: Newark Liberty International",2014/04,4,9081
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/04,4,5842
IAD,"Washington, DC: Washington Dulles International",2014/04,4,4987
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/04,4,13697
JFK,"New York, NY: John F. Kennedy International",2014/04,4,8209
LAS,"Las Vegas, NV: McCarran International",2014/04,4,11677
LAX,"Los Angeles, CA: Los Angeles International",2014/04,4,18549
LGA,"New York, NY: LaGuardia",2014/04,4,9108
MCO,"Orlando, FL: Orlando International",2014/04,4,9557
MDW,"Chicago, IL: Chicago Midway International",2014/04,4,7436
MIA,"Miami, FL: Miami International",2014/04,4,7061
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/04,4,8601
ORD,"Chicago, IL: Chicago O'Hare International",2014/04,4,23234
PDX,"Portland, OR: Portland International",2014/04,4,4615
PHL,"Philadelphia, PA: Philadelphia International",2014/04,4,6279
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/04,4,13561
SAN,"San Diego, CA: San Diego International",2014/04,4,6255
SEA,"Seattle, WA: Seattle/Tacoma International",2014/04,4,8438
SFO,"San Francisco, CA: San Francisco International",2014/04,4,13734
SLC,"Salt Lake City, UT: Salt Lake City International",2014/04,4,8728
TPA,"Tampa, FL: Tampa International",2014/04,4,5882
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/05,5,31799
BOS,"Boston, MA: Logan International",2014/05,5,9534
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/05,5,8084
CLT,"Charlotte, NC: Charlotte Douglas International",2014/05,5,9626
DCA,"Washington, DC: Ronald Reagan Washington National",2014/05,5,6078
DEN,"Denver, CO: Denver International",2014/05,5,18997
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/05,5,23618
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/05,5,9278
EWR,"Newark, NJ: Newark Liberty International",2014/05,5,9046
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/05,5,5230
IAD,"Washington, DC: Washington Dulles International",2014/05,5,5105
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/05,5,15331
JFK,"New York, NY: John F. Kennedy International",2014/05,5,8477
LAS,"Las Vegas, NV: McCarran International",2014/05,5,12109
LAX,"Los Angeles, CA: Los Angeles International",2014/05,5,19417
LGA,"New York, NY: LaGuardia",2014/05,5,9070
MCO,"Orlando, FL: Orlando International",2014/05,5,9593
MDW,"Chicago, IL: Chicago Midway International",2014/05,5,7656
MIA,"Miami, FL: Miami International",2014/05,5,7128
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/05,5,8843
ORD,"Chicago, IL: Chicago O'Hare International",2014/05,5,24634
PDX,"Portland, OR: Portland International",2014/05,5,4826
PHL,"Philadelphia, PA: Philadelphia International",2014/05,5,6423
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/05,5,13766
SAN,"San Diego, CA: San Diego International",2014/05,5,6450
SEA,"Seattle, WA: Seattle/Tacoma International",2014/05,5,9208
SFO,"San Francisco, CA: San Francisco International",2014/05,5,14164
SLC,"Salt Lake City, UT: Salt Lake City International",2014/05,5,8804
TPA,"Tampa, FL: Tampa International",2014/05,5,5605
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/06,6,30945
BOS,"Boston, MA: Logan International",2014/06,6,9662
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/06,6,7994
CLT,"Charlotte, NC: Charlotte Douglas International",2014/06,6,8923
DCA,"Washington, DC: Ronald Reagan Washington National",2014/06,6,5830
DEN,"Denver, CO: Denver International",2014/06,6,19708
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/06,6,23772
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/06,6,9161
EWR,"Newark, NJ: Newark Liberty International",2014/06,6,9716
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/06,6,5090
IAD,"Washington, DC: Washington Dulles International",2014/06,6,4936
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/06,6,15118
JFK,"New York, NY: John F. Kennedy International",2014/06,6,8581
LAS,"Las Vegas, NV: McCarran International",2014/06,6,11793
LAX,"Los Angeles, CA: Los Angeles International",2014/06,6,19447
LGA,"New York, NY: LaGuardia",2014/06,6,9103
MCO,"Orlando, FL: Orlando International",2014/06,6,9488
MDW,"Chicago, IL: Chicago Midway International",2014/06,6,7849
MIA,"Miami, FL: Miami International",2014/06,6,6723
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/06,6,9892
ORD,"Chicago, IL: Chicago O'Hare International",2014/06,6,25381
PDX,"Portland, OR: Portland International",2014/06,6,4820
PHL,"Philadelphia, PA: Philadelphia International",2014/06,6,6221
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/06,6,13804
SAN,"San Diego, CA: San Diego International",2014/06,6,6742
SEA,"Seattle, WA: Seattle/Tacoma International",2014/06,6,10141
SFO,"San Francisco, CA: San Francisco International",2014/06,6,14372
SLC,"Salt Lake City, UT: Salt Lake City International",2014/06,6,9503
TPA,"Tampa, FL: Tampa International",2014/06,6,5235
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/07,7,31798
BOS,"Boston, MA: Logan International",2014/07,7,10098
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/07,7,8173
CLT,"Charlotte, NC: Charlotte Douglas International",2014/07,7,9213
DCA,"Washington, DC: Ronald Reagan Washington National",2014/07,7,5996
DEN,"Denver, CO: Denver International",2014/07,7,20773
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/07,7,24466
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/07,7,9693
EWR,"Newark, NJ: Newark Liberty International",2014/07,7,9847
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/07,7,5205
IAD,"Washington, DC: Washington Dulles International",2014/07,7,5128
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/07,7,15611
JFK,"New York, NY: John F. Kennedy International",2014/07,7,9085
LAS,"Las Vegas, NV: McCarran International",2014/07,7,12064
LAX,"Los Angeles, CA: Los Angeles International",2014/07,7,20370
LGA,"New York, NY: LaGuardia",2014/07,7,9376
MCO,"Orlando, FL: Orlando International",2014/07,7,9781
MDW,"Chicago, IL: Chicago Midway International",2014/07,7,8204
MIA,"Miami, FL: Miami International",2014/07,7,6956
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/07,7,10120
ORD,"Chicago, IL: Chicago O'Hare International",2014/07,7,25885
PDX,"Portland, OR: Portland International",2014/07,7,5053
PHL,"Philadelphia, PA: Philadelphia International",2014/07,7,6357
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/07,7,14270
SAN,"San Diego, CA: San Diego International",2014/07,7,7193
SEA,"Seattle, WA: Seattle/Tacoma International",2014/07,7,10747
SFO,"San Francisco, CA: San Francisco International",2014/07,7,14951
SLC,"Salt Lake City, UT: Salt Lake City International",2014/07,7,10031
TPA,"Tampa, FL: Tampa International",2014/07,7,5382
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/08,8,31608
BOS,"Boston, MA: Logan International",2014/08,8,9932
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/08,8,7870
CLT,"Charlotte, NC: Charlotte Douglas International",2014/08,8,9015
DCA,"Washington, DC: Ronald Reagan Washington National",2014/08,8,6208
DEN,"Denver, CO: Denver International",2014/08,8,20184
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/08,8,24070
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/08,8,9556
EWR,"Newark, NJ: Newark Liberty International",2014/08,8,9543
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/08,8,4770
IAD,"Washington, DC: Washington Dulles International",2014/08,8,5060
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/08,8,14688
JFK,"New York, NY: John F. Kennedy International",2014/08,8,9048
LAS,"Las Vegas, NV: McCarran International",2014/08,8,11862
LAX,"Los Angeles, CA: Los Angeles International",2014/08,8,19429
LGA,"New York, NY: LaGuardia",2014/08,8,9252
MCO,"Orlando, FL: Orlando International",2014/08,8,8969
MDW,"Chicago, IL: Chicago Midway International",2014/08,8,7834
MIA,"Miami, FL: Miami International",2014/08,8,6809
